Summarizer,Evidence,Role,Insights,Example,BLEU,METEOR,R-1,R-2,R-L,Reading ease
bert,table,on,on,off,0.019647,0.17991,0.400341,0.075085,0.177172,32.140257
t5,table,on,on,off,0.00796,0.115189,0.313686,0.068068,0.145854,45.192769
longformer_ext,table,on,on,off,0.009746,0.144012,0.367418,0.064236,0.162912,34.960778
none,plot+table,on,on,off,0.023481,0.269841,0.245061,0.09463,0.113351,35.187913
bart,plot+table,on,on,off,0.027603,0.149669,0.356011,0.106443,0.182665,12.515588
bert,plot+table,on,on,off,0.044596,0.190037,0.46114,0.134948,0.2038,33.370758
t5,plot+table,on,on,off,0.010961,0.114436,0.309237,0.064386,0.144578,29.37626
longformer_ext,plot+table,on,on,off,0.013727,0.130907,0.328446,0.064643,0.146628,32.307161
none,plot,off,on,on,0.02814,0.287179,0.29566,0.109733,0.130186,35.846193
bart,plot,off,on,on,0.01123,0.137667,0.350575,0.071017,0.155172,22.428492
bert,plot,off,on,on,0.02803,0.177483,0.428044,0.112754,0.184502,40.01423
t5,plot,off,on,on,0.00498,0.104294,0.289825,0.051493,0.135663,21.523199
longformer_ext,plot,off,on,on,0.045057,0.180399,0.379897,0.07846,0.161123,20.364446
none,table,off,on,on,0.017206,0.271555,0.253106,0.080051,0.111602,31.28021
bart,table,off,on,on,0.013388,0.140891,0.357073,0.093842,0.165854,23.804667
bert,table,off,on,on,0.014491,0.146247,0.366454,0.071233,0.154968,25.875753
t5,table,off,on,on,0.011807,0.135756,0.351456,0.089494,0.172816,21.599327
longformer_ext,table,off,on,on,0.040831,0.206101,0.439334,0.090548,0.183981,22.519795
none,plot+table,off,on,on,0.026086,0.278132,0.257905,0.099235,0.116553,33.991121
bart,plot+table,off,on,on,0.0291,0.163826,0.405904,0.110906,0.191882,29.712725
bert,plot+table,off,on,on,0.043502,0.185421,0.462489,0.143236,0.204766,35.125294
t5,plot+table,off,on,on,0.01676,0.138417,0.362919,0.096838,0.17357,33.189797
longformer_ext,plot+table,off,on,on,0.04193,0.224594,0.464809,0.099853,0.190616,27.704652
none,plot,on,on,on,0.024851,0.280469,0.273381,0.1012,0.125136,32.768665
bart,plot,on,on,on,0.027023,0.163078,0.391304,0.117424,0.192817,26.181154
bert,plot,on,on,on,0.024901,0.161416,0.420394,0.089606,0.175313,28.100184
t5,plot,on,on,on,0.011528,0.113542,0.304484,0.077325,0.150156,26.449602
longformer_ext,plot,on,on,on,0.02219,0.215252,0.464555,0.099698,0.188537,30.214615
none,table,on,on,on,0.014124,0.262523,0.238161,0.078239,0.11122,31.359054
bart,table,on,on,on,0.024817,0.18565,0.418118,0.104712,0.181185,24.807927
bert,table,on,on,on,0.036433,0.189186,0.434929,0.097561,0.184719,27.310374
t5,table,on,on,on,0.013688,0.14761,0.375116,0.074419,0.168988,28.132044
longformer_ext,table,on,on,on,0.022489,0.171296,0.398739,0.091555,0.197006,36.788916
none,plot+table,on,on,on,0.023583,0.274031,0.244754,0.090642,0.114924,28.32426
bart,plot+table,on,on,on,0.026526,0.170782,0.398917,0.099458,0.189531,25.086485
bert,plot+table,on,on,on,0.040257,0.188141,0.433946,0.106924,0.201225,24.42177
t5,plot+table,on,on,on,0.023926,0.131565,0.35468,0.094768,0.161576,18.900267
longformer_ext,plot+table,on,on,on,0.020108,0.167932,0.397631,0.09661,0.165821,23.275824
none,plot,off,off,off,0.042099,0.304882,0.368764,0.173661,0.200289,51.446576
bart,plot,off,off,off,0.022609,0.13042,0.32413,0.137184,0.180072,44.771205
bert,plot,off,off,off,0.043834,0.216352,0.452579,0.13,0.21797,41.084119
t5,plot,off,off,off,0.006508,0.107528,0.277571,0.089441,0.148699,51.168564
longformer_ext,plot,off,off,off,0.07576,0.213482,0.499525,0.194101,0.233618,45.230694
none,table,off,off,off,0.021184,0.271482,0.296468,0.115875,0.15692,42.289114
bart,table,off,off,off,0.036164,0.170102,0.394877,0.117647,0.198506,47.521479
bert,table,off,off,off,0.034163,0.207165,0.371409,0.113684,0.193413,28.637145
t5,table,off,off,off,0.003343,0.082138,0.209332,0.04804,0.103405,44.676144
longformer_ext,table,off,off,off,0.048877,0.165024,0.341509,0.10586,0.166038,32.954592
none,plot+table,off,off,off,0.034077,0.283541,0.299289,0.140051,0.155903,44.864262
bart,plot+table,off,off,off,0.02916,0.150877,0.363839,0.102908,0.180804,45.463655
bert,plot+table,off,off,off,0.04255,0.220525,0.412587,0.120448,0.191608,25.980828
t5,plot+table,off,off,off,0.008798,0.108667,0.281518,0.093252,0.161567,52.144286
longformer_ext,plot+table,off,off,off,0.025429,0.183885,0.368519,0.105751,0.162963,43.727103
none,plot,on,off,off,0.032072,0.279011,0.304348,0.135151,0.16058,46.728237
bart,plot,on,off,off,0.039217,0.168146,0.393701,0.128523,0.197975,53.7225
bert,plot,on,off,off,0.043591,0.266349,0.468023,0.138282,0.18314,34.297573
t5,plot,on,off,off,0.007005,0.127547,0.332542,0.07619,0.15677,53.860294
longformer_ext,plot,on,off,off,0.054038,0.198146,0.423006,0.128253,0.191095,42.807332
none,table,on,off,off,0.01537,0.237357,0.245243,0.086016,0.124031,42.595247
bart,table,on,off,off,0.041897,0.164109,0.364793,0.119022,0.178155,36.035297
bert,table,on,off,off,0.017778,0.234088,0.399235,0.117497,0.170918,26.909062
t5,table,on,off,off,0.012265,0.132071,0.327684,0.08154,0.149153,47.268763
longformer_ext,table,on,off,off,0.055245,0.19969,0.391881,0.107897,0.18267,44.156471
none,plot+table,on,off,off,0.027124,0.251742,0.245469,0.11384,0.130305,41.121822
bart,plot+table,on,off,off,0.060308,0.184945,0.407631,0.142857,0.188755,46.477476
bert,plot+table,on,off,off,0.032636,0.247404,0.403553,0.134689,0.170051,29.02108
t5,plot+table,on,off,off,0.020841,0.168201,0.384454,0.092632,0.180672,41.418582
longformer_ext,plot+table,on,off,off,0.070298,0.189336,0.394254,0.118305,0.173982,39.775306
none,plot,off,on,off,0.034186,0.30607,0.345564,0.157543,0.18479,42.295839
bart,plot,off,on,off,0.016779,0.103745,0.255474,0.095122,0.148418,31.81693
bert,plot,off,on,off,0.042843,0.218869,0.440522,0.135281,0.1934,29.503266
t5,plot,off,on,off,0.003792,0.088584,0.227097,0.072445,0.131613,47.654132
longformer_ext,plot,off,on,off,0.033964,0.183885,0.425926,0.115028,0.198148,47.743095
none,table,off,on,off,0.020073,0.256787,0.283651,0.112717,0.151935,37.578729
bart,table,off,on,off,0.031244,0.138972,0.338462,0.094714,0.184615,33.091841
bert,table,off,on,off,0.039112,0.241571,0.414886,0.143547,0.198484,27.067388
t5,table,off,on,off,0.021109,0.12724,0.32243,0.084309,0.147196,45.810412
longformer_ext,table,off,on,off,0.016948,0.160893,0.332717,0.074074,0.140481,33.573273
none,plot+table,off,on,off,0.029584,0.274489,0.286497,0.132639,0.151191,40.152941
bart,plot+table,off,on,off,0.02998,0.124516,0.287356,0.101382,0.158621,26.812863
bert,plot+table,off,on,off,0.040525,0.233418,0.417266,0.125737,0.184434,26.988028
t5,plot+table,off,on,off,0.008085,0.121653,0.284314,0.07371,0.137255,43.583571
longformer_ext,plot+table,off,on,off,0.056084,0.19588,0.414299,0.124885,0.175985,24.666716
none,plot,off,off,on,0.038423,0.318042,0.349613,0.167172,0.185921,41.488268
bart,plot,off,off,on,0.023389,0.126525,0.321812,0.107527,0.174017,43.237727
bert,plot,off,off,on,0.041896,0.232919,0.471507,0.131353,0.217018,32.043811
t5,plot,off,off,on,0.005156,0.090507,0.240621,0.083009,0.129366,48.939286
longformer_ext,plot,off,off,on,0.074416,0.211665,0.468691,0.1673,0.214421,40.66605
none,table,off,off,on,0.020975,0.270074,0.2946,0.12447,0.153237,37.319451
bart,table,off,off,on,0.021211,0.118805,0.312139,0.095017,0.16185,37.79591
bert,table,off,off,on,0.036686,0.225293,0.401674,0.124302,0.193863,20.958851
t5,table,off,off,on,0.009474,0.105629,0.28503,0.079232,0.131737,37.212692
longformer_ext,table,off,off,on,0.013782,0.130349,0.364334,0.092219,0.170662,38.370732
none,plot+table,off,off,on,0.027591,0.28514,0.290375,0.136561,0.159869,42.972496
bart,plot+table,off,off,on,0.044789,0.172067,0.379691,0.137168,0.19426,44.782806
bert,plot+table,off,off,on,0.034131,0.23778,0.431452,0.118439,0.193548,29.172898
t5,plot+table,off,off,on,0.009394,0.108515,0.283654,0.077108,0.141827,35.366595
longformer_ext,plot+table,off,off,on,0.036602,0.18993,0.382739,0.120301,0.172608,38.038587
none,plot,on,off,on,0.026707,0.264918,0.267503,0.126538,0.14655,42.735401
bart,plot,on,off,on,0.049695,0.180027,0.411829,0.155873,0.201533,46.200635
bert,plot,on,off,on,0.020755,0.267178,0.479461,0.140256,0.180471,28.61462
t5,plot,on,off,on,0.023131,0.140522,0.348964,0.098361,0.163577,35.537922
longformer_ext,plot,on,off,on,0.062525,0.194974,0.421348,0.136961,0.198502,36.942309
none,table,on,off,on,0.01641,0.252715,0.24446,0.094171,0.1252,40.005802
bart,table,on,off,on,0.040928,0.170369,0.386484,0.118519,0.179514,40.611104
bert,table,on,off,on,0.014407,0.226755,0.372267,0.087555,0.156152,20.524464
t5,table,on,off,on,0.015697,0.139965,0.334071,0.093126,0.174779,43.805893
longformer_ext,table,on,off,on,0.060106,0.20246,0.402821,0.133438,0.184953,31.195367
none,plot+table,on,off,on,0.023985,0.248478,0.241489,0.105359,0.130277,39.870794
bart,plot+table,on,off,on,0.062225,0.208146,0.425793,0.135385,0.204708,49.398958
bert,plot+table,on,off,on,0.014301,0.236805,0.407035,0.114465,0.159548,27.647105
t5,plot+table,on,off,on,0.012385,0.144623,0.323766,0.082854,0.167623,46.147667
longformer_ext,plot+table,on,off,on,0.05146,0.189041,0.349026,0.092683,0.162338,43.074777
none,plot,on,on,off,0.027159,0.26342,0.259352,0.123253,0.141646,39.090464
bart,plot,on,on,off,0.037809,0.170286,0.378924,0.134831,0.190583,39.787766
bert,plot,on,on,off,0.02638,0.253487,0.435604,0.12154,0.167229,25.880304
t5,plot,on,on,off,0.016538,0.138447,0.348023,0.10419,0.171751,38.793308
longformer_ext,plot,on,on,off,0.025742,0.118557,0.323725,0.084444,0.166297,62.556226
none,table,on,on,off,0.015334,0.236228,0.224936,0.083583,0.11611,39.372185
bart,table,on,on,off,0.032583,0.128384,0.310195,0.095652,0.154013,27.726116
bert,table,on,on,off,0.017065,0.238887,0.400699,0.115452,0.158416,29.012928
t5,table,on,on,off,0.016115,0.155078,0.376176,0.090052,0.171369,43.398543
longformer_ext,table,on,on,off,0.057118,0.178195,0.362381,0.096802,0.167386,44.55263
none,plot+table,on,on,off,0.025638,0.246714,0.23052,0.113582,0.125189,39.438962
bart,plot+table,on,on,off,0.053622,0.17541,0.389884,0.135164,0.187566,41.581941
bert,plot+table,on,on,off,0.022687,0.244891,0.393152,0.12766,0.165289,24.238149
t5,plot+table,on,on,off,0.016166,0.138108,0.32703,0.082497,0.151279,45.373696
longformer_ext,plot+table,on,on,off,0.05553,0.147585,0.314647,0.072464,0.159132,29.83489
none,plot,off,on,on,0.031847,0.280945,0.303468,0.142857,0.164162,38.396839
bart,plot,off,on,on,0.036112,0.154116,0.364435,0.105611,0.173436,33.981855
bert,plot,off,on,on,0.035749,0.23153,0.444128,0.131148,0.195018,27.681788
t5,plot,off,on,on,0.007663,0.121976,0.2954,0.072816,0.135593,37.292752
longformer_ext,plot,off,on,on,0.056243,0.18856,0.384968,0.108356,0.168653,27.038221
none,table,off,on,on,0.016442,0.24722,0.249163,0.097608,0.134385,38.195496
bart,table,off,on,on,0.0378,0.167784,0.372881,0.11465,0.177966,45.8025
bert,table,off,on,on,0.025684,0.225057,0.383271,0.10375,0.178527,25.459563
t5,table,off,on,on,0.009747,0.103523,0.257009,0.056206,0.121495,39.592506
longformer_ext,table,off,on,on,0.054569,0.202638,0.420485,0.108011,0.181491,29.986575
none,plot+table,off,on,on,0.027731,0.267332,0.272444,0.122534,0.148936,37.87891
bart,plot+table,off,on,on,0.023027,0.115644,0.287687,0.094579,0.151899,27.887424
bert,plot+table,off,on,on,0.031118,0.218064,0.396104,0.114434,0.184416,24.710882
t5,plot+table,off,on,on,0.010244,0.109113,0.281959,0.064671,0.13859,46.235789
longformer_ext,plot+table,off,on,on,0.010195,0.125168,0.331155,0.085153,0.143791,31.718378
none,plot,on,on,on,0.022355,0.240938,0.229895,0.103192,0.124126,36.576052
bart,plot,on,on,on,0.063825,0.19469,0.441584,0.142857,0.2,46.690751
bert,plot,on,on,on,0.028173,0.233215,0.403119,0.130931,0.164367,26.389932
t5,plot,on,on,on,0.008295,0.126422,0.325112,0.074157,0.156951,36.947367
longformer_ext,plot,on,on,on,0.060704,0.202169,0.434368,0.149801,0.202068,38.196263
none,table,on,on,on,0.015388,0.225111,0.22367,0.085804,0.117301,37.685638
bart,table,on,on,on,0.044459,0.181986,0.394338,0.109422,0.196158,40.62702
bert,table,on,on,on,0.016806,0.23855,0.389474,0.107728,0.148538,25.320967
t5,table,on,on,on,0.015805,0.163742,0.357895,0.086498,0.151579,27.139463
longformer_ext,table,on,on,on,0.051555,0.162833,0.354497,0.095406,0.167549,18.844037
none,plot+table,on,on,on,0.020203,0.227802,0.210876,0.092759,0.114241,38.069692
bart,plot+table,on,on,on,0.058664,0.211192,0.446602,0.13035,0.2,40.612195
bert,plot+table,on,on,on,0.018173,0.25244,0.373175,0.115864,0.153597,27.054514
t5,plot+table,on,on,on,0.017942,0.15951,0.36403,0.091205,0.16468,40.444649
longformer_ext,plot+table,on,on,on,0.055056,0.195095,0.383987,0.10311,0.178105,36.248923
none,plot,off,off,off,0.042234,0.315842,0.371975,0.175641,0.203684,51.705179
bart,plot,off,off,off,0.027271,0.145153,0.349537,0.111369,0.185185,42.44956
bert,plot,off,off,off,0.055041,0.219787,0.453711,0.150376,0.211843,37.180422
t5,plot,off,off,off,0.005861,0.09701,0.273973,0.0799,0.141968,52.262263
longformer_ext,plot,off,off,off,0.061817,0.211772,0.471028,0.181648,0.216822,47.641376
none,table,off,off,off,0.02172,0.262739,0.301714,0.118187,0.159731,42.59546
bart,table,off,off,off,0.03099,0.139516,0.318937,0.09545,0.163898,37.066169
bert,table,off,off,off,0.036438,0.210258,0.392655,0.117397,0.189266,30.932615
t5,table,off,off,off,0.007945,0.09403,0.270732,0.07824,0.131707,41.398795
longformer_ext,table,off,off,off,0.049817,0.178023,0.403442,0.12069,0.18738,29.468092
none,plot+table,off,off,off,0.035017,0.287476,0.324594,0.150531,0.172285,46.777207
bart,plot+table,off,off,off,0.033272,0.138852,0.310857,0.107675,0.157714,39.903077
bert,plot+table,off,off,off,0.051418,0.229826,0.426999,0.142542,0.192223,34.708387
t5,plot+table,off,off,off,0.004477,0.097083,0.262829,0.072773,0.140175,53.450969
longformer_ext,plot+table,off,off,off,0.057384,0.168401,0.371698,0.120983,0.181132,43.205918
none,plot,on,off,off,0.034359,0.286945,0.320442,0.146192,0.166974,48.141727
bart,plot,on,off,off,0.035556,0.156788,0.366552,0.121699,0.19244,37.559575
bert,plot,on,off,off,0.030901,0.236667,0.447407,0.137982,0.18963,33.565873
t5,plot,on,off,off,0.006447,0.12376,0.317912,0.068966,0.156584,49.706569
longformer_ext,plot,on,off,off,0.040523,0.154592,0.383673,0.106339,0.193878,35.520854
none,table,on,off,off,0.016384,0.238142,0.236136,0.09217,0.120751,41.988186
bart,table,on,off,off,0.046964,0.159561,0.350053,0.119786,0.177161,36.648518
bert,table,on,off,off,0.021776,0.218596,0.372983,0.110114,0.158996,29.18
t5,table,on,off,off,0.014741,0.128041,0.324146,0.086188,0.15215,41.09806
longformer_ext,table,on,off,off,0.058978,0.206981,0.388365,0.096063,0.168239,36.760635
none,plot+table,on,off,off,0.026813,0.258559,0.253893,0.111898,0.134969,43.263969
bart,plot+table,on,off,off,0.039859,0.160056,0.376216,0.112676,0.185946,36.364471
bert,plot+table,on,off,off,0.02899,0.241528,0.400999,0.123827,0.171143,26.123097
t5,plot+table,on,off,off,0.011353,0.129982,0.31954,0.096774,0.154023,50.18515
longformer_ext,plot+table,on,off,off,0.067333,0.212605,0.418089,0.123077,0.172355,38.41674
none,plot,off,on,off,0.038133,0.300918,0.345736,0.167381,0.187027,44.488719
bart,plot,off,on,off,0.014486,0.097633,0.257108,0.096654,0.155748,38.920014
bert,plot,off,on,off,0.046957,0.227251,0.437401,0.12381,0.199683,30.398593
t5,plot,off,on,off,0.003746,0.100726,0.245161,0.07762,0.144516,59.22345
longformer_ext,plot,off,on,off,0.019837,0.185497,0.448211,0.120755,0.184557,46.676444
none,table,off,on,off,0.01934,0.257497,0.286506,0.112004,0.149626,38.153312
bart,table,off,on,off,0.031115,0.139622,0.337691,0.093886,0.159041,29.182709
bert,table,off,on,off,0.036655,0.228715,0.418143,0.132009,0.197023,30.313077
t5,table,off,on,off,0.006216,0.09554,0.258142,0.055623,0.120627,29.303672
longformer_ext,table,off,on,off,0.002947,0.095176,0.25977,0.039171,0.103448,40.457523
none,plot+table,off,on,off,0.030971,0.285028,0.298236,0.136105,0.159932,42.709857
bart,plot+table,off,on,off,0.028595,0.135708,0.319101,0.096847,0.161798,42.167188
bert,plot+table,off,on,off,0.0375,0.221385,0.415068,0.129537,0.186212,28.951638
t5,plot+table,off,on,off,0.00841,0.10559,0.281287,0.088411,0.145411,32.391607
longformer_ext,plot+table,off,on,off,0.008502,0.113736,0.263687,0.071669,0.12067,53.73401
none,plot,off,off,on,0.037339,0.285222,0.349812,0.15899,0.188203,38.56207
bart,plot,off,off,on,0.02121,0.130263,0.330969,0.104265,0.170213,39.164895
bert,plot,off,off,on,0.04764,0.22476,0.448087,0.129789,0.209212,27.151933
t5,plot,off,off,on,0.006389,0.096255,0.271229,0.081321,0.147022,45.5235
longformer_ext,plot,off,off,on,0.057312,0.217446,0.461251,0.147802,0.212885,33.793806
none,table,off,off,on,0.020253,0.253489,0.287475,0.119989,0.154665,39.515902
bart,table,off,off,on,0.027458,0.131801,0.319101,0.094595,0.155056,29.246134
bert,table,off,off,on,0.034935,0.2139,0.398872,0.125618,0.194503,25.932618
t5,table,off,off,on,0.006889,0.09659,0.251834,0.073529,0.134474,43.723217
longformer_ext,table,off,off,on,0.049464,0.185437,0.409729,0.121837,0.177736,36.237756
none,plot+table,off,off,on,0.031859,0.280155,0.301425,0.1374,0.163533,43.476755
bart,plot+table,off,off,on,0.026578,0.151615,0.344828,0.129032,0.181609,43.670787
bert,plot+table,off,off,on,0.04044,0.236267,0.428055,0.134685,0.205351,31.354862
t5,plot+table,off,off,on,0.006316,0.109873,0.288533,0.074166,0.140567,53.699167
longformer_ext,plot+table,off,off,on,0.01274,0.135381,0.352697,0.058212,0.139004,43.826659
none,plot,on,off,on,0.027115,0.259547,0.267793,0.119365,0.146953,41.128317
bart,plot,on,off,on,0.040559,0.176468,0.396947,0.120219,0.187568,38.082283
bert,plot,on,off,on,0.037407,0.25981,0.444749,0.138832,0.178449,28.534755
t5,plot,on,off,on,0.014366,0.157931,0.366931,0.111237,0.178935,49.527853
longformer_ext,plot,on,off,on,0.053474,0.190998,0.3766,0.106227,0.166362,42.25224
none,table,on,off,on,0.016271,0.230864,0.245013,0.09204,0.124853,40.054626
bart,table,on,off,on,0.040085,0.170446,0.396642,0.117771,0.195173,45.10909
bert,table,on,off,on,0.016386,0.22849,0.396684,0.108557,0.151786,25.404573
t5,table,on,off,on,0.01073,0.1386,0.335221,0.097616,0.160815,38.026386
longformer_ext,table,on,off,on,0.060701,0.204824,0.411215,0.123245,0.174455,41.734809
none,plot+table,on,off,on,0.023828,0.252426,0.240161,0.106935,0.126118,40.636072
bart,plot+table,on,off,on,0.049705,0.185077,0.402516,0.115546,0.186583,42.634997
bert,plot+table,on,off,on,0.022517,0.246623,0.399753,0.116121,0.154226,23.712456
t5,plot+table,on,off,on,0.01489,0.149942,0.354626,0.086093,0.180617,39.109237
longformer_ext,plot+table,on,off,on,0.061906,0.208946,0.449723,0.131642,0.191607,40.147799
none,plot,on,on,off,0.027042,0.257472,0.254279,0.118395,0.138386,41.262238
bart,plot,on,on,off,0.051556,0.164668,0.361224,0.104294,0.167347,31.271402
bert,plot,on,on,off,0.020498,0.246658,0.427224,0.125506,0.173854,27.052199
t5,plot,on,on,off,0.012145,0.164618,0.377155,0.088553,0.165948,43.83471
longformer_ext,plot,on,on,off,0.050245,0.162375,0.355594,0.081668,0.161318,36.806298
none,table,on,on,off,0.014857,0.233568,0.225388,0.085088,0.116521,39.826385
bart,table,on,on,off,0.044575,0.155482,0.341311,0.120959,0.17898,38.971575
bert,table,on,on,off,0.014479,0.2446,0.405486,0.127761,0.165772,27.291871
t5,table,on,on,off,0.016791,0.143749,0.351438,0.089648,0.157614,35.052226
longformer_ext,table,on,on,off,0.060422,0.193127,0.39857,0.123545,0.173369,37.876926
none,plot+table,on,on,off,0.022967,0.243224,0.228988,0.103389,0.120497,37.761667
bart,plot+table,on,on,off,0.052631,0.17,0.37732,0.128099,0.175258,38.155846
bert,plot+table,on,on,off,0.01702,0.230982,0.392479,0.123529,0.159812,24.81427
t5,plot+table,on,on,off,0.016431,0.15272,0.349241,0.095652,0.16269,47.81322
longformer_ext,plot+table,on,on,off,0.030843,0.134239,0.337156,0.108046,0.174312,36.026792
none,plot,off,on,on,0.027056,0.280979,0.291213,0.130059,0.156206,38.967381
bart,plot,off,on,on,0.036013,0.145453,0.331467,0.103255,0.165733,38.347346
bert,plot,off,on,on,0.03105,0.221676,0.40592,0.103035,0.180409,25.754244
t5,plot,off,on,on,0.007407,0.112169,0.286058,0.060241,0.129808,43.221667
longformer_ext,plot,off,on,on,0.024819,0.132607,0.333333,0.103687,0.174713,28.058757
none,table,off,on,on,0.016443,0.253405,0.252217,0.095121,0.135961,37.110763
bart,table,off,on,on,0.032907,0.127983,0.322368,0.101099,0.173246,37.677613
bert,table,off,on,on,0.032961,0.24403,0.404609,0.119231,0.175416,28.246333
t5,table,off,on,on,0.008948,0.130278,0.288684,0.064815,0.127021,39.742447
longformer_ext,table,off,on,on,0.008656,0.108078,0.253333,0.030534,0.108571,47.832935
none,plot+table,off,on,on,0.028537,0.260691,0.263825,0.124365,0.148148,36.533649
bart,plot+table,off,on,on,0.041084,0.140985,0.340378,0.122631,0.1802,42.003667
bert,plot+table,off,on,on,0.03765,0.260778,0.420849,0.130155,0.190476,22.454521
t5,plot+table,off,on,on,0.012391,0.108254,0.280618,0.06913,0.137931,37.031439
longformer_ext,plot+table,off,on,on,0.036347,0.16076,0.375546,0.140044,0.174672,31.001154
none,plot,on,on,on,0.02424,0.247427,0.238387,0.109272,0.13007,38.272174
bart,plot,on,on,on,0.055287,0.202657,0.438723,0.146543,0.193615,41.784465
bert,plot,on,on,on,0.032178,0.235829,0.411655,0.139044,0.16739,23.658873
t5,plot,on,on,on,0.024867,0.147096,0.393906,0.111232,0.176279,50.116547
longformer_ext,plot,on,on,on,0.067646,0.21548,0.455243,0.145175,0.204604,35.867841
none,table,on,on,on,0.01454,0.228528,0.219224,0.084353,0.112985,35.21646
bart,table,on,on,on,0.048624,0.17314,0.382805,0.100513,0.176049,40.294181
bert,table,on,on,on,0.014616,0.224436,0.368113,0.106808,0.146542,23.233368
t5,table,on,on,on,0.01399,0.151595,0.346895,0.070815,0.147752,29.0235
longformer_ext,table,on,on,on,0.043571,0.154554,0.393382,0.106814,0.183824,31.022824
none,plot+table,on,on,on,0.023437,0.235155,0.219492,0.103646,0.118755,36.004537
bart,plot+table,on,on,on,0.05095,0.178386,0.392857,0.126316,0.180672,39.303153
bert,plot+table,on,on,on,0.033591,0.235606,0.389443,0.135056,0.16305,21.506766
t5,plot+table,on,on,on,0.021475,0.187897,0.421371,0.105051,0.189516,38.162775
longformer_ext,plot+table,on,on,on,0.026286,0.139517,0.349887,0.097285,0.164786,44.390909
none,plot,off,off,off,0.049166,0.324091,0.395849,0.185385,0.210607,49.575216
bart,plot,off,off,off,0.015862,0.135066,0.333333,0.109756,0.180049,55.057597
bert,plot,off,off,off,0.068476,0.254351,0.477408,0.146883,0.219949,43.076389
t5,plot,off,off,off,0.004806,0.101421,0.261538,0.079692,0.146154,50.851289
longformer_ext,plot,off,off,off,0.032738,0.199572,0.429104,0.106542,0.188433,48.210831
none,table,off,off,off,0.023675,0.262916,0.300362,0.121907,0.161037,41.142916
bart,table,off,off,off,0.028116,0.140677,0.347429,0.116838,0.176,47.35868
bert,table,off,off,off,0.039873,0.221952,0.427948,0.137026,0.211063,33.734571
t5,table,off,off,off,0.008918,0.110538,0.291616,0.082826,0.140948,47.004345
longformer_ext,table,off,off,off,0.05327,0.185536,0.392488,0.112888,0.176526,44.949067
none,plot+table,off,off,off,0.030813,0.278857,0.300813,0.138292,0.160279,47.907367
bart,plot+table,off,off,off,0.035517,0.157352,0.383315,0.137853,0.191657,48.598642
bert,plot+table,off,off,off,0.045133,0.225365,0.423213,0.144578,0.195329,33.619767
t5,plot+table,off,off,off,0.012235,0.108064,0.25958,0.079306,0.133498,45.374122
longformer_ext,plot+table,off,off,off,0.04113,0.180067,0.396244,0.088429,0.18216,54.430278
none,plot,on,off,off,0.03152,0.274844,0.298211,0.135834,0.159046,46.748686
bart,plot,on,off,off,0.029934,0.137349,0.346457,0.099211,0.164229,37.268484
bert,plot,on,off,off,0.037652,0.251437,0.481426,0.14881,0.18425,32.44281
t5,plot,on,off,off,0.00632,0.117003,0.27896,0.07109,0.13948,39.268969
longformer_ext,plot,on,off,off,0.045642,0.152597,0.329347,0.084793,0.152714,24.10553
none,table,on,off,off,0.016083,0.24586,0.24594,0.093779,0.124362,40.848225
bart,table,on,off,off,0.041008,0.151581,0.383562,0.13094,0.183351,37.515324
bert,table,on,off,off,0.01772,0.231639,0.37594,0.111669,0.155388,23.489578
t5,table,on,off,off,0.010829,0.137401,0.311512,0.081448,0.151242,43.2775
longformer_ext,table,on,off,off,0.058775,0.197216,0.403785,0.115324,0.179811,42.848398
none,plot+table,on,off,off,0.024823,0.239572,0.234857,0.106322,0.124207,42.590756
bart,plot+table,on,off,off,0.05263,0.153598,0.369979,0.144068,0.198732,40.620289
bert,plot+table,on,off,off,0.02069,0.246841,0.403263,0.127188,0.162005,24.831665
t5,plot+table,on,off,off,0.010202,0.145388,0.355801,0.06866,0.165746,50.3275
longformer_ext,plot+table,on,off,off,0.055173,0.156723,0.374129,0.109671,0.175124,37.472944
none,plot,off,on,off,0.034867,0.30787,0.332059,0.158801,0.182919,42.14417
bart,plot,off,on,off,0.018453,0.113698,0.288835,0.097324,0.157767,39.181808
bert,plot,off,on,off,0.045035,0.23016,0.434583,0.137931,0.20352,29.871957
t5,plot,off,on,off,0.008423,0.110368,0.275184,0.091133,0.149877,41.772468
longformer_ext,plot,off,on,off,0.052247,0.189453,0.448826,0.152399,0.214085,53.091412
none,table,off,on,off,0.018427,0.247089,0.268179,0.103715,0.143373,40.50166
bart,table,off,on,off,0.027872,0.118544,0.299213,0.094701,0.155231,34.328389
bert,table,off,on,off,0.041076,0.244392,0.427249,0.143046,0.202381,29.704669
t5,table,off,on,off,0.013036,0.128796,0.316877,0.069045,0.146958,37.396308
longformer_ext,table,off,on,off,0.051841,0.181844,0.36886,0.122563,0.168675,28.523069
none,plot+table,off,on,off,0.02676,0.277011,0.289538,0.131183,0.156241,42.707848
bart,plot+table,off,on,off,0.031067,0.131958,0.339623,0.10901,0.173141,27.764418
bert,plot+table,off,on,off,0.042572,0.233767,0.423639,0.150266,0.192563,29.185578
t5,plot+table,off,on,off,0.008819,0.103907,0.273277,0.077576,0.135429,50.61
longformer_ext,plot+table,off,on,off,0.012623,0.117233,0.251701,0.059091,0.142857,49.630395
none,plot,off,off,on,0.038502,0.291842,0.340078,0.15872,0.186031,43.058642
bart,plot,off,off,on,0.02667,0.128991,0.307876,0.12201,0.171838,38.832105
